f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
3909,3919,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,3920,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,3911,0.02482,0.16938,0.20232,185,185,185,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,3924,0.0148,0.10101,0.12066,310,310,310,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3912,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3916,0.01668,0.11381,0.13608,275,275,275,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3921,0.01113,0.06678,0.07286,467,467,467,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3921,0.0105,0.0654,0.0686,477,477,477,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3921,0.01105,0.06642,0.0716,470,470,470,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3924,0.03903,0.27403,0.31072,115,115,115,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,8003,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,8003,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,3924,0.03058,0.2046,0.24472,153,153,153,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,3920,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,3920,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,3923,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,8004,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,3924,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,3924,0.02235,0.16106,0.18342,195,195,195,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,3922,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,3922,0.00312,0.02886,0.15252,1089,1089,1089,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,8005,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,8005,0.01382,0.09268,0.1106,338,338,338,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4204,0.00078,0.00239,1.1381,12565,12565,12565,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4090,0.00072,0.01382,1.27572,2283,2283,2283,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4094,0.00078,0.01502,1.1381,2101,2101,2101,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4097,0.00074,0.01413,1.06634,2233,2233,2233,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,8001,0.00106,0.01293,0,2435,2435,2435,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,4003,0.00122,0.02373,2.2071,1330,1330,1330,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,4090,0.00012,0.00238,0.21926,13256,13256,13256,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,4091,0.0006,0.01036,1.01456,3044,3044,3044,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,6101,0.00264,0.02689,5.29066,1170,1170,1170,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4005,0.00063,0.01412,1.09756,2235,2235,2235,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4005,0.00109,0.02408,1.55542,1311,1311,1311,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4005,0.00108,0.02409,1.55348,1310,1310,1310,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4091,0.00041,0.00737,0.72694,4280,4280,4280,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4092,0.00066,0.01266,0.95976,2492,2492,2492,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,4095,0.00066,0.01266,0.95976,2492,2492,2492,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4006,0.00023,0.00451,0.3332,6995,6995,6995,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4006,0.0002,0.00446,0.305,7076,7076,7076,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4102,0.0012,0.02316,1.7152,1363,1363,1363,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4102,0.0003,0.02,3.6,1580,1580,1580,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4202,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,6202,0.00196,0.03304,1.88,955,955,955,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4007,1e-05,0.0003,0.01434,105233,105233,105233,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4007,1e-05,0.0003,0.01844,105233,105233,105233,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4202,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,6401,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4010,6e-05,0.00131,0.00378,24088,24088,24088,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4010,6e-05,0.00116,0.00332,27195,27195,27195,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4104,0.002,0.02,0.8,1572,1572,1572,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,4093,0,0.00165,0,19144,19144,19144,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,4094,0,-0.01263,0,2501,2501,2501,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,4096,0,0.00165,0,19144,19144,19144,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,4097,0,-0.01263,0,2501,2501,2501,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4102,0.00113,0.02069,1.85526,1525,1525,1525,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4102,0.00113,0.02069,1.85526,1525,1525,1525,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4103,0.0007,0.074,4.87,427,427,427,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4103,0.002,0.02,0.8,1572,1572,1572,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4201,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4201,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4201,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4201,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4202,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4202,0.0002,0.0082,1.3,3851,3851,3851,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,6202,0.00142,0.02258,1.88,1397,1397,1397,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,6202,0.0007,0.074,4.87,427,427,427,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,5004,0.002,0.02,0.8,1572,1572,1572,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,4202,0.00109,0.02408,1.55542,1311,1311,1311,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,5001,0.00083,0.0239,3.3,1321,1321,1321,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,4203,0.00066,0.00165,0.95976,17775,17775,17775,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,4204,0.00074,0.01266,1.0822,2491,2491,2491,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,5002,0.0035,0.07,4.606,451,451,451,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,5004,0.002,0.02,0.8,1572,1572,1572,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,6103,0.0012,0.02316,1.7152,1363,1363,1363,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,6301,0,0.0046,0,6867,6867,6867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,6403,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,6301,0,0.0046,0,6867,6867,6867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,6301,0,0.0046,0,6867,6867,6867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,6501,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,6501,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,6204,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,6305,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,6202,0.00179,0.01405,3.68,2231,2231,2231,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,6205,0.0007,0.074,4.87,427,427,427,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,6205,0.0007,0.025,4.87,1263,1263,1263,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,6303,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,6303,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,6304,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,7001,0,0.0046,0,6867,6867,6867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,6304,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,6305,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,6305,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,6510,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,6510,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6403,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6403,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6404,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,6404,0.0062,0.0673,1.1156,468,468,468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6404,6507,0.0108,0.0965,0.3296,326,326,326,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6502,0.0024,0.00332,0.5849,7711,7711,7711,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6504,0.0021,0.00238,0.3845,9952,9952,9952,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6509,0.0016,0.00226,0.381,11408,11408,11408,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6509,0.0016,0.00226,0.381,11408,11408,11408,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6503,0.0052,0.0602,1.01,523,523,523,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6503,0.0049,0.0537,0.8843,586,586,586,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6504,0.0017,0.00225,0.3992,11202,11202,11202,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6504,0.0021,0.00238,0.3845,9952,9952,9952,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6504,0.0017,0.00225,0.3992,11202,11202,11202,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6504,0.0021,0.00238,0.3845,9952,9952,9952,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6508,0.0012,0.0172,0.2987,1833,1833,1833,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6509,0.0008,0.00106,0.2039,23786,23786,23786,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6509,0.0008,0.00106,0.2039,23786,23786,23786,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6504,0.0032,0.0349,0.5722,902,902,902,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6505,0.0096,0.0878,1.4265,358,358,358,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6507,0.0034,0.0374,0.6208,842,842,842,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6507,0.0034,0.0372,0.6182,846,846,846,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6508,0.0034,0.0392,0.6524,803,803,803,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,6507,0.0038,0.034,0.5824,924,924,924,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,6507,0.0032,0.0349,0.5722,902,902,902,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,7002,0.00811,0.1369,2.4348,231,231,231,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,7002,0,0.0046,0,6867,6867,6867,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,8002,0.00159,0.0111,0,2817,2817,2817,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,8004,0.01952,0.13702,0.15536,229,229,229,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,8005,0.03903,0.27403,0.31072,115,115,115,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,8005,0.03903,0.27403,0.31072,115,115,115,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,8005,0.01952,0.13702,0.15536,229,229,229,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1002,0,0.011,0,2872,2872,2872,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1002,0,0.011,0,2872,2872,2872,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1003,0.00028,0.0138,0,2289,2289,2289,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1003,0.00029,0.0139,0,2272,2272,2272,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1102,0,0.0146,0,2164,2164,2164,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1102,0,0.0146,0,2164,2164,2164,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1303,0,0.0072,0,4388,4388,4388,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1403,0.00028,0.0138,0,2289,2289,2289,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2400,0.00028,0.0138,0,2289,2289,2289,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,2202,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,2202,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2302,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2302,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,2409,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2411,0,0.01149,0,2750,2750,2750,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2411,0,0.01149,0,2750,2750,2750,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2411,0,0.01149,0,2750,2750,2750,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2619,0,0.00115,0,27468,27468,27468,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2502,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2502,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2502,0,0.005,0,6318,6318,6318,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,2612,0.00026,0.01386,0,2279,2279,2279,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,2615,0.00013,0.01386,0,2279,2279,2279,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,2615,0.00013,0.01386,0,2279,2279,2279,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,2607,0.0002,0.02338,0,1351,1351,1351,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,2621,0.00059,0.01491,0,2117,2117,2117,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,2621,0.00059,0.01491,0,2117,2117,2117,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,2621,0.0003,0.0133,0,2375,2375,2375,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,2621,0.0003,0.0134,0,2357,2357,2357,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3104,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,3303,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,3303,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,3303,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,6402,0.00089,0.0299,0,1056,1056,1056,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,6402,0.00089,0.0299,0,1056,1056,1056,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,3804,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3805,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,3805,0.0002,0.0119,0,2655,2655,2655,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,3917,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,3918,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,3923,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,3924,0.0002,0.0125,0,2527,2527,2527,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,3922,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,3921,0.0001,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,3925,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,3926,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,3926,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,4008,0,0.0072,0,4388,4388,4388,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4009,0.0002,0.01181,0,2675,2675,2675,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4009,9e-05,0.00735,0,4298,4298,4298,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,4010,0,0.00221,0,14293,14293,14293,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,4104,0,0.01,0,3159,3159,3159,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,5003,0,0.01,0,3159,3159,3159,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,6102,0,0.0072,0,4388,4388,4388,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,6104,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,6203,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6202,6204,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6301,6303,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,6304,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6402,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6402,0.00089,0.0299,0,1056,1056,1056,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6510,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6510,0.0003,0.0181,0,1745,1745,1745,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6505,6506,0,0.0195,0,1620,1620,1620,0,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,8003,0.0001,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,8005,0.0003,0.0174,0,1816,1816,1816,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1032,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1034,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1131,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1232,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1331,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,1333,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1431,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2030,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2130,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2233,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,2332,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2438,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,2533,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,2634,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2638,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2630,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,2631,0,0.0005,0,63175,63175,63175,1,0,1,-30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
