bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,minDownTimeHr,minUpTimeHr,RampRateMWMin,StartTimeColdHr,StartTimeWarmHr,StartTimeHotHr,StartHeatColdMBTU,StartHeatWarmMBTU,StartHeatHotMBTU,NonFuelStartCost$,NonFuelShutdownCost$,FOR,MTTF_Hr,MTTR_Hr,ScheduledMaintWeeks,FuelPrice$/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,VOM,FuelSulfurContent%,EmissionsSO2 Lbs/MMBTU,EmissionsNOXLbs/MMBTU,EmissionsPartLbs/MMBTU,EmissionsCO2 Lbs/MMBTU,EmissionsCH4Lbs/MMBTU,EmissionsN2OLbs/MMBTU,EmissionsCOLbs/MMBTU,EmissionsVOCsLbs/MMBTU,DampingRatio,InertiaMJ/MW,BaseMVA,TransformerXp.u.,UnitXp.u.,PumpLoadMW,StorageRoundtripEfficiency,GEN_UID,Gen_ID,UnitGroup,UnitType,Category,Fuel
322,21.999999999999993,-9.73,19,-15,1.05,100,1,55,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,12064,6003,6817,7176,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,322_CT_5,5,U55,CT,Gas CT,NG
322,21.999999999999993,-9.73,19,-15,1.05,100,1,55,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,12064,6003,6817,7176,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,322_CT_6,6,U55,CT,Gas CT,NG
323,170,37.41,150,-25,1.05,100,1,355,170,4.5,8,4.14,2,1,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1,NA,7381,6799,7789,8162,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,5,414,0.13,0.3,0,0,323_CC_1,1,U355,CC,Gas CC,NG
323,170,37.41,150,-25,1.05,100,1,355,170,4.5,8,4.14,2,1,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1,NA,7381,6799,7789,8162,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,5,414,0.13,0.3,0,0,323_CC_2,2,U355,CC,Gas CC,NG
114,0,103.32,200,-50,1.0441,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114_SYNC_COND_1,1,Sync_Cond,SYNC_COND,Sync_Cond,Sync_Cond
121,396.0000000000483,-21.87,200,-50,1.05,100,1,400,396,48,24,20,9999,9999,9999,78978,0,9999,0,0,0.12,1100,150,6,0.81035,0.99,0.993333333,0.996666667,1,NA,1e4,1e4,1e4,1e4,NA,0,0,0,0,0,0,0,0,0,0,0,5,471,0.15,0.4,0,0,121_NUCLEAR_1,1,U400,NUCLEAR,Nuclear,Nuclear
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_1,1,U50,HYDRO,Hydro,Hydro
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_2,2,U50,HYDRO,Hydro,Hydro
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_3,3,U50,HYDRO,Hydro,Hydro
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_4,4,U50,HYDRO,Hydro,Hydro
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_5,5,U50,HYDRO,Hydro,Hydro
122,0,-6.79,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,122_HYDRO_6,6,U50,HYDRO,Hydro,Hydro
201,0,4.15,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,201_HYDRO_4,4,U50,HYDRO,Hydro,Hydro
214,0,125.28,200,-50,1.05,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214_SYNC_COND_1,1,Sync_Cond,SYNC_COND,Sync_Cond,Sync_Cond
215,0,16,16,-10,1.0437,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,215_HYDRO_1,1,U50,HYDRO,Hydro,Hydro
215,0,16,16,-10,1.0437,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,215_HYDRO_2,2,U50,HYDRO,Hydro,Hydro
215,0,16,16,-10,1.0437,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,215_HYDRO_3,3,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_1,1,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_2,2,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_3,3,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_4,4,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_5,5,U50,HYDRO,Hydro,Hydro
222,0,-6.97,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,222_HYDRO_6,6,U50,HYDRO,Hydro,Hydro
314,0,166.63,200,-50,1.05,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_SYNC_COND_1,1,Sync_Cond,SYNC_COND,Sync_Cond,Sync_Cond
322,0,-5.13,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,322_HYDRO_1,1,U50,HYDRO,Hydro,Hydro
322,0,-5.13,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,322_HYDRO_2,2,U50,HYDRO,Hydro,Hydro
322,0,-5.13,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,322_HYDRO_3,3,U50,HYDRO,Hydro,Hydro
322,0,-5.13,16,-10,1.05,100,1,50,0,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,322_HYDRO_4,4,U50,HYDRO,Hydro,Hydro
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_3,3,PV,PV,Solar PV,Solar
113,0,0,0,0,1,100,1,93.6,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113_PV_1,1,PV,PV,Solar PV,Solar
319,0,0,0,0,1,100,1,188.2,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319_PV_1,1,PV,PV,Solar PV,Solar
215,0,0,0,0,1,100,1,125.1,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_1,1,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,25.9,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.3,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_2,2,PV,PV,Solar PV,Solar
104,0,0,0,0,1,100,1,26.8,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104_PV_1,1,PV,PV,Solar PV,Solar
320,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,97,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_3,3,PV,PV,Solar PV,Solar
113,0,0,0,0,1,100,1,93.6,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113_PV_1,1,PV,PV,Solar PV,Solar
319,0,0,0,0,1,100,1,188.2,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319_PV_1,1,PV,PV,Solar PV,Solar
215,0,0,0,0,1,100,1,125.1,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_1,1,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,25.9,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101_PV_1,1,PV,PV,Solar PV,Solar
102,0,0,0,0,1,100,1,25.3,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102_PV_2,2,PV,PV,Solar PV,Solar
104,0,0,0,0,1,100,1,26.8,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104_PV_1,1,PV,PV,Solar PV,Solar
320,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_2,2,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,95.1,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_1,1,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,92.7,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_3,3,PV,PV,Solar PV,Solar
314,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314_PV_4,4,PV,PV,Solar PV,Solar
313,0,0,0,0,1,100,1,93.3,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313_PV_2,2,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.7,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_1,1,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,49.7,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_1,1,PV,PV,Solar PV,Solar
312,0,0,0,0,1,100,1,94.1,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312_PV_1,1,PV,PV,Solar PV,Solar
310,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310_PV_2,2,PV,PV,Solar PV,Solar
324,0,0,0,0,1,100,1,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324_PV_2,2,PV,PV,Solar PV,Solar
101,0,0,0,0,1,100,1,108,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320_PV_1,1,PV,PV,Solar PV,Solar
