f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,branch_type,tap_min,tap_max,Pf_des,ImF,ImT
562,297,0.010661,0.018678,0.001861,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,268,0.015868,0.053876,0.005329,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,460,0.010744,0.034959,0.003611,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,298,0.027016,0.087438,0.009051,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,237,0.019091,0.062727,0.00634,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,263,0.019752,0.064959,0.006561,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,413,0.025041,0.082231,0.00831,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,468,0.007603,0.022984,0.00272,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,251,0.023141,0.074132,0.00785,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,371,0.038843,0.127603,0.012879,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,395,0.018347,0.060248,0.006079,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,418,0.030331,0.099669,0.01006,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,298,0.009752,0.029504,0.00355,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,297,0.036777,0.063802,0.006229,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,240,0.021397,0.07157,0.006989,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,398,0.001983,0.006198,0.00069,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,398,0.00562,0.017107,0.001801,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,400,0.003058,0.01,0.001031,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,368,0.009587,0.030992,0.003199,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,367,0.010661,0.034628,0.003579,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,360,0.004298,0.012984,0.001571,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,237,0.091653,0.159008,0.01657,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,240,0.03124,0.104207,0.010181,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,412,0.004793,0.016033,0.001561,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,235,0.009174,0.03,0.00303,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,237,0.006777,0.022149,0.002241,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,292,0.016612,0.042984,0.004291,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,360,0.011322,0.037769,0.003691,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,400,0.012893,0.041157,0.004431,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,413,0.043967,0.145289,0.014469,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,398,0.024554,0.074298,0.00772,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,336,0.021653,0.072397,0.007059,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,269,0.04405,0.133719,0.015851,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,378,0.018256,0.03157,0.003071,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,251,0.020496,0.066942,0.006839,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,224,0.033388,0.10124,0.011991,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,410,0.002727,0.008182,0.00099,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,214,0.006942,0.022562,0.002311,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,369,0.059917,0.116281,0.012981,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,208,0.100413,0.177364,0.01665,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,226,0.051984,0.09,0.008891,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,217,0.028934,0.08719,0.0105,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,279,0.030331,0.09124,0.010989,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,255,0.006612,0.019917,0.002401,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,327,0.026942,0.081901,0.009699,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,323,0.02,0.033802,0.003681,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,289,0.027016,0.082149,0.009731,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,247,0.049917,0.089669,0.008981,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,248,0.007851,0.023876,0.002841,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,209,0.040174,0.117107,0.01446,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,327,0.003967,0.012149,0.001379,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,247,0.022066,0.042727,0.00416,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,249,0.037364,0.063141,0.00687,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,214,0.002636,0.008512,0.000881,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,555,0.039504,0.069091,0.006561,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,302,0.035372,0.103314,0.009169,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,440,0.019752,0.037364,0.00401,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,248,0.031653,0.095372,0.01148,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,372,0.040661,0.070661,0.00682,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,209,0.041397,0.125702,0.01489,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,353,0.015703,0.047364,0.005699,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,217,0.028017,0.084463,0.010159,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,250,0.026777,0.080496,0.009699,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,208,0.038603,0.083636,0.00735,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,250,0.019091,0.061983,0.00644,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,271,0.067686,0.119008,0.01104,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,271,0.061066,0.101653,0.011021,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,323,0.006124,0.012397,0.001169,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,260,0.050992,0.154793,0.018329,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,289,0.03124,0.094959,0.011251,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,238,0.029174,0.07438,0.007739,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,290,0.021653,0.040083,0.00386,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,554,0.018678,0.056777,0.00673,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,387,0.026777,0.080578,0.009699,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,440,0.004298,0.013876,0.00144,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,214,0.039421,0.120331,0.01413,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,214,0.008182,0.025446,0.00289,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,270,0.043388,0.07157,0.007739,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,341,0.018256,0.055372,0.006561,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,302,0.028678,0.088182,0.007831,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,217,0.025446,0.080992,0.00735,120,120,120,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,369,0.018182,0.06595,0.007066,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,225,0.027934,0.084959,0.01006,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,280,0.023636,0.071488,0.008511,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,216,0.002231,0.007521,0.000755,133,133,133,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,245,0.000983,0.004231,0.235708,95,95,95,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,285,0.016388,0.034405,0.218478,77,77,77,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,266,0.000174,0.000744,0.23566,95,95,95,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,561,0.015454,0.030083,0.002568,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,355,8e-06,8.3e-05,2.4e-05,137,137,137,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,839,0.036281,0.094207,0.00974,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,626,0.030413,0.098934,0.01014,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,590,0.026777,0.086529,0.00885,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,605,0.022562,0.072893,0.007461,77,77,77,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,598,0.086777,0.149752,0.01423,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,730,0.072066,0.138099,0.013211,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,731,0.05,0.109091,0.010699,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,629,0.01124,0.027769,0.002759,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,729,0.016364,0.053058,0.005421,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,617,0.041157,0.132893,0.013591,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,730,0.023058,0.07157,0.00818,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,731,0.023058,0.07157,0.00818,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,680,0.020174,0.065289,0.006701,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,603,0.048934,0.127769,0.013211,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,594,0.031983,0.103471,0.01058,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,823,0.039174,0.126686,0.012959,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,624,0.038512,0.124628,0.012751,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,641,0.061397,0.198603,0.020321,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,745,0.003719,0.008843,0.00067,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,621,0.04843,0.08438,0.00809,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,587,0.012066,0.038934,0.00402,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,621,0.037603,0.065537,0.006241,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,662,0.010752,0.028198,0.002909,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,662,0.012703,0.032967,0.00341,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,720,0.034851,0.07019,0.006829,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,748,0.014207,0.046033,0.004709,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,588,0.00562,0.009917,0.00092,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,700,0.004463,0.007934,0.00075,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,700,0.002562,0.008256,0.000849,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,703,0.013058,0.021653,0.002081,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,587,0.011744,0.020248,0.001951,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,587,0.02562,0.08281,0.00847,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,605,0.029339,0.094793,0.009699,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,696,0.011322,0.049256,0.004891,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,786,0.002397,0.007603,0.000779,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,787,0.002983,0.009587,0.00099,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,590,0.018843,0.060992,0.006241,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,590,0.025124,0.081066,0.008301,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,595,0.004132,0.013223,0.00136,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,683,0.023141,0.066281,0.006781,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,595,0.007769,0.025124,0.00257,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,595,0.003554,0.01157,0.0012,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,696,0.010826,0.019174,0.001801,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,692,0.004554,0.008017,0.00075,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,690,0.00124,0.003967,0.00044,69,69,69,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,690,0.003141,0.010248,0.00105,69,69,69,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,686,0.033223,0.107521,0.010999,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,684,0.013636,0.044132,0.004521,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,693,0.013388,0.02686,0.00257,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,693,0.004628,0.015793,0.001609,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,699,0.012636,0.040909,0.004179,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,682,0.019669,0.063636,0.00651,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,653,0.028256,0.091397,0.009341,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,653,0.021818,0.070661,0.007231,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,602,0.058347,0.09876,0.0106,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,601,0.005702,0.018603,0.00189,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,601,0.033223,0.107364,0.010989,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,696,0.063719,0.206124,0.021081,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,588,0.013719,0.04438,0.00454,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,696,0.003802,0.028603,0.00273,183,183,183,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,697,0.002314,0.024132,0.003729,183,183,183,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,588,0.004132,0.030661,0.002931,137,137,137,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,587,0.003967,0.012984,0.001331,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,601,0.032314,0.10438,0.01068,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,823,0.040413,0.130579,0.013361,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,588,0.003967,0.01281,0.001309,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,684,0.013058,0.042066,0.00431,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,605,0.030331,0.098099,0.010041,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,738,0.037934,0.122983,0.012579,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,693,0.009587,0.031157,0.00318,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,691,0.005446,0.009587,0.0009,90,90,90,0,0,0,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,638,0.026364,0.085207,0.00871,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,638,0.019174,0.062314,0.006369,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,646,0.030661,0.099091,0.01014,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,601,0.031066,0.100413,0.01029,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,650,0.019174,0.061983,0.00634,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,588,0.029174,0.080744,0.00832,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,748,0.005207,0.016942,0.00173,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,747,0.011066,0.035793,0.003659,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,696,0.020331,0.06562,0.006711,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,745,0.004959,0.013388,0.001379,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,705,0.001066,0.008017,0.000179,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,617,0.031157,0.055041,0.00515,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,642,0.005124,0.012397,0.001229,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,618,0.032149,0.055041,0.00515,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,675,0.019008,0.051157,0.00528,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,675,0.045793,0.127521,0.013141,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,714,0.024628,0.044876,0.00423,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,598,0.058182,0.100413,0.00954,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,714,0.010174,0.032983,0.003359,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,832,0.003471,0.009008,0.000939,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,836,0.006777,0.021901,0.002219,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,715,0.014959,0.046612,0.004751,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,817,0.063471,0.113802,0.010699,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,681,0.044554,0.144132,0.01475,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,715,0.069091,0.122727,0.01151,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,610,0.014793,0.030826,0.002979,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,611,0.01843,0.033314,0.00326,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,719,0.044628,0.078843,0.007381,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,603,0.03843,0.100744,0.010411,76,76,76,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,755,0.037686,0.121901,0.01247,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,618,0.055703,0.099504,0.009341,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,708,0.040992,0.073636,0.006921,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,612,0.007934,0.018934,0.001871,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,615,0.008512,0.027851,0.002851,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,615,0.009421,0.030504,0.003119,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,612,0.007851,0.018347,0.001801,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,816,0.027769,0.089752,0.009179,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,647,0.010826,0.037893,0.003845,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,794,0.023777,0.076884,0.007865,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,598,0.008347,0.027016,0.002771,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,599,0.01843,0.059504,0.006079,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,698,0.020661,0.06686,0.006839,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,832,0.04876,0.157686,0.016129,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,635,0.010496,0.033058,0.003381,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,634,0.026612,0.086033,0.008799,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,749,0.017521,0.056777,0.00581,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,819,0.037521,0.121397,0.012419,90,90,90,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,832,0.035537,0.115041,0.019031,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,755,0.023802,0.053802,0.005501,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,754,0.018017,0.031818,0.002979,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,750,0.001653,0.005372,0.000549,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,756,0.010826,0.019174,0.001801,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,755,0.016777,0.029587,0.002771,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,755,0.014554,0.025703,0.00241,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,681,0.083058,0.148678,0.013961,58,58,58,0,0,1,-360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
