bus,bus_type,status,P,Q,fracS,fracY,fracE,gamma,Qmin,Qmax,Qinc,Qcon
691,1,1,6.574,2.8,1,0,0,0,0,0,0,0
692,1,1,6.51,1.05,1,0,0,0,0,0,0,0
693,1,1,12.109,0.87,1,0,0,0,0,0,0,0
694,1,1,6.361,1,1,0,0,0,0,0,0,0
695,1,1,5.513,1.5,1,0,0,0,0,0,0,0
698,1,1,2.544,0.9,1,0,0,0,0,0,0,0
699,1,1,9.362,1.24,1,0,0,0,0,0,0,0
700,1,1,10.052,1.72,1,0,0,0,0,0,0,0
701,1,1,13.106,0.97,1,0,0,0,0,0,0,0
703,1,1,11.112,1.26,1,0,0,0,0,0,0,0
704,1,1,5.587,0.21,1,0,0,0,0,0,0,0
705,1,1,12.311,3.95,1,0,0,0,0,0,0,0
706,1,1,5.301,0,1,0,0,0,0,0,0,0
707,1,1,2.502,1.8,1,0,0,0,0,0,0,0
708,1,1,2.757,0,1,0,0,0,0,0,0,0
709,1,1,12.724,2,1,0,0,0,0,0,0,0
710,1,1,8.377,1.1,1,0,0,0,0,0,0,0
711,1,1,0.25,0.18,1,0,0,0,0,0,0,0
712,1,1,4.241,1,1,0,0,0,0,0,0,0
713,1,1,1.704,0,1,0,0,0,0,0,0,0
716,1,1,36.581,12.8,1,0,0,0,0,0,0,0
717,1,1,30.065,11.166,1,0,0,0,0,0,0,0
718,1,1,5.301,1,1,0,0,0,0,0,0,0
719,1,1,16.541,3.6,1,0,0,0,0,0,0,0
720,1,1,3.074,0.7,1,0,0,0,0,0,0,0
721,1,1,4.028,0.7,1,0,0,0,0,0,0,0
722,1,1,14.102,3.3,1,0,0,0,0,0,0,0
723,1,1,4.992,1,1,0,0,0,0,0,0,0
724,1,1,2.12,1,1,0,0,0,0,0,0,0
725,1,1,2.12,0.5,1,0,0,0,0,0,0,0
726,1,1,5.727,0,1,0,0,0,0,0,0,0
727,1,1,0.212,0,1,0,0,0,0,0,0,0
728,1,1,2.12,0.5,1,0,0,0,0,0,0,0
729,1,1,4.771,0,1,0,0,0,0,0,0,0
730,1,1,36.326,16.476,1,0,0,0,0,0,0,0
732,1,1,1.255,1.1,1,0,0,0,0,0,0,0
733,1,1,42.413,10,1,0,0,0,0,0,0,0
735,1,1,9.637,0.953,1,0,0,0,0,0,0,0
736,1,1,3.181,0,1,0,0,0,0,0,0,0
737,1,1,5.089,0,1,0,0,0,0,0,0,0
738,1,1,6.256,0.9,1,0,0,0,0,0,0,0
739,1,1,5.016,4.03,1,0,0,0,0,0,0,0
740,1,1,13,0,1,0,0,0,0,0,0,0
742,1,1,4.241,0.5,1,0,0,0,0,0,0,0
743,1,1,5.665,0,1,0,0,0,0,0,0,0
744,1,1,4.241,1,1,0,0,0,0,0,0,0
745,1,1,4.559,0,1,0,0,0,0,0,0,0
746,1,1,6.892,0.3,1,0,0,0,0,0,0,0
747,1,1,0.848,0.5,1,0,0,0,0,0,0,0
748,1,1,3.393,0.1,1,0,0,0,0,0,0,0
749,1,1,2.332,0.7,1,0,0,0,0,0,0,0
750,1,1,7.104,2,1,0,0,0,0,0,0,0
751,1,1,12.831,2.1,1,0,0,0,0,0,0,0
752,1,1,7.422,0,1,0,0,0,0,0,0,0
753,1,1,1.908,1.2,1,0,0,0,0,0,0,0
754,1,1,14.168,0.545,1,0,0,0,0,0,0,0
755,1,1,7.953,1,1,0,0,0,0,0,0,0
756,1,1,7.422,0.3,1,0,0,0,0,0,0,0
757,1,1,15.031,9.1,1,0,0,0,0,0,0,0
758,1,1,29.689,5,1,0,0,0,0,0,0,0
760,1,1,10.709,1.1,1,0,0,0,0,0,0,0
761,1,1,8.482,2,1,0,0,0,0,0,0,0
762,1,1,1.255,0.71,1,0,0,0,0,0,0,0
763,1,1,4.754,0.4,1,0,0,0,0,0,0,0
764,1,1,25.388,1.701,1,0,0,0,0,0,0,0
765,1,1,9.542,3,1,0,0,0,0,0,0,0
766,1,1,10.604,0,1,0,0,0,0,0,0,0
767,1,1,6.151,1.2,1,0,0,0,0,0,0,0
768,1,1,5.301,1,1,0,0,0,0,0,0,0
770,1,1,7.422,3,1,0,0,0,0,0,0,0
771,1,1,13.153,6.618,1,0,0,0,0,0,0,0
772,1,1,6.361,1,1,0,0,0,0,0,0,0
773,1,1,9.065,0.34,1,0,0,0,0,0,0,0
774,1,1,9.224,1.8,1,0,0,0,0,0,0,0
775,1,1,4.877,0.6,1,0,0,0,0,0,0,0
776,1,1,8.8,0,1,0,0,0,0,0,0,0
777,1,1,3.287,0.3,1,0,0,0,0,0,0,0
780,1,1,3.181,1,1,0,0,0,0,0,0,0
781,1,1,18.026,1.9,1,0,0,0,0,0,0,0
782,1,1,15.905,3,1,0,0,0,0,0,0,0
783,1,1,4.241,0.2,1,0,0,0,0,0,0,0
784,1,1,0.954,0.2,1,0,0,0,0,0,0,0
785,1,1,2.12,0.5,1,0,0,0,0,0,0,0
787,1,1,8.503,1.293,1,0,0,0,0,0,0,0
788,1,1,4.771,1,1,0,0,0,0,0,0,0
789,1,1,11.875,3.6,1,0,0,0,0,0,0,0
790,1,1,6.361,1.5,1,0,0,0,0,0,0,0
791,1,1,9.118,2.1,1,0,0,0,0,0,0,0
792,1,1,7.135,6.125,1,0,0,0,0,0,0,0
793,1,1,6.361,0.5,1,0,0,0,0,0,0,0
794,1,1,2.968,0.1,1,0,0,0,0,0,0,0
795,1,1,7.482,0,1,0,0,0,0,0,0,0
797,1,1,3.711,0.5,1,0,0,0,0,0,0,0
798,1,1,4.771,0,1,0,0,0,0,0,0,0
799,1,1,3.758,1.447,1,0,0,0,0,0,0,0
800,1,1,10.391,1.9,1,0,0,0,0,0,0,0
801,1,1,4.134,0.3,1,0,0,0,0,0,0,0
802,1,1,14.844,3.5,1,0,0,0,0,0,0,0
804,1,1,0.25,0.1,1,0,0,0,0,0,0,0
805,1,1,4.241,0.5,1,0,0,0,0,0,0,0
806,1,1,11.664,3.5,1,0,0,0,0,0,0,0
807,1,1,26.507,7,1,0,0,0,0,0,0,0
808,1,1,24.744,7,1,0,0,0,0,0,0,0
809,1,1,8.059,2.2,1,0,0,0,0,0,0,0
810,1,1,1.13,0,1,0,0,0,0,0,0,0
811,1,1,9.397,4.058,1,0,0,0,0,0,0,0
812,1,1,4.973,1.82,1,0,0,0,0,0,0,0
813,1,1,5.938,0.7,1,0,0,0,0,0,0,0
814,1,1,4.241,0.2,1,0,0,0,0,0,0,0
815,1,1,7.953,1.3,1,0,0,0,0,0,0,0
816,1,1,8.8,1.4,1,0,0,0,0,0,0,0
817,1,1,4.559,1,1,0,0,0,0,0,0,0
818,1,1,2.65,1,1,0,0,0,0,0,0,0
819,1,1,3.816,0.4,1,0,0,0,0,0,0,0
820,1,1,1.166,0.2,1,0,0,0,0,0,0,0
821,1,1,4.984,1.1,1,0,0,0,0,0,0,0
822,1,1,9.542,1.5,1,0,0,0,0,0,0,0
823,1,1,3.923,0.7,1,0,0,0,0,0,0,0
824,1,1,7.528,1,1,0,0,0,0,0,0,0
825,1,1,4.241,1,1,0,0,0,0,0,0,0
826,1,1,5.832,0.2,1,0,0,0,0,0,0,0
827,1,1,5.301,0,1,0,0,0,0,0,0,0
828,1,1,9.542,1,1,0,0,0,0,0,0,0
829,1,1,11.441,0.88,1,0,0,0,0,0,0,0
832,1,1,8.588,1.7,1,0,0,0,0,0,0,0
833,1,1,1.908,0.6,1,0,0,0,0,0,0,0
834,1,1,3.181,0.3,1,0,0,0,0,0,0,0
835,1,1,2.332,1.6,1,0,0,0,0,0,0,0
836,1,1,6.574,0.5,1,0,0,0,0,0,0,0
837,1,1,5.301,0.6,1,0,0,0,0,0,0,0
838,1,1,2.12,0,1,0,0,0,0,0,0,0
839,1,1,5.301,1,1,0,0,0,0,0,0,0
841,1,1,0.115,0,1,0,0,0,0,0,0,0
842,1,1,0,0.074,1,0,0,0,0,0,0,0
844,1,1,39.012,18.316,1,0,0,0,0,0,0,0
846,1,1,8.043,2.644,1,0,0,0,0,0,0,0
848,1,1,1.838,0.43,1,0,0,0,0,0,0,0
850,1,1,8.735,1.913,1,0,0,0,0,0,0,0
851,1,1,21.246,5.731,1,0,0,0,0,0,0,0
854,1,1,8.5,0.968,1,0,0,0,0,0,0,0
855,1,1,8.17,2.206,1,0,0,0,0,0,0,0
858,1,1,5.165,3.067,1,0,0,0,0,0,0,0
859,1,1,3.442,1.486,1,0,0,0,0,0,0,0
860,1,1,2.412,0.68,1,0,0,0,0,0,0,0
862,1,1,12.622,2.971,1,0,0,0,0,0,0,0
863,1,1,0,0.083,1,0,0,0,0,0,0,0
864,1,1,29.209,5.988,1,0,0,0,0,0,0,0
865,1,1,10.347,2.597,1,0,0,0,0,0,0,0
868,1,1,5.75,1.846,1,0,0,0,0,0,0,0
869,1,1,2.987,0.842,1,0,0,0,0,0,0,0
870,1,1,5.985,-1.614,1,0,0,0,0,0,0,0
871,1,1,4.598,-1.286,1,0,0,0,0,0,0,0
872,1,1,2.181,0.517,1,0,0,0,0,0,0,0
873,1,1,2.295,0,1,0,0,0,0,0,0,0
875,1,1,2.18,2.006,1,0,0,0,0,0,0,0
876,1,1,1.377,0.446,1,0,0,0,0,0,0,0
877,1,1,3.902,2.918,1,0,0,0,0,0,0,0
878,1,1,9.412,2.109,1,0,0,0,0,0,0,0
879,1,1,8.194,2.991,1,0,0,0,0,0,0,0
880,1,1,4.256,1.337,1,0,0,0,0,0,0,0
882,1,1,4.019,0.985,1,0,0,0,0,0,0,0
883,1,1,5.394,1.367,1,0,0,0,0,0,0,0
884,1,1,10.327,2.155,1,0,0,0,0,0,0,0
886,1,1,2.529,0.904,1,0,0,0,0,0,0,0
887,1,1,1.263,0.513,1,0,0,0,0,0,0,0
891,1,1,1.492,0.223,1,0,0,0,0,0,0,0
892,1,1,3.104,0.777,1,0,0,0,0,0,0,0
894,1,1,8.039,2.711,1,0,0,0,0,0,0,0
896,1,1,5.858,1.111,1,0,0,0,0,0,0,0
897,1,1,3.674,0.22,1,0,0,0,0,0,0,0
899,1,1,10.9,2.971,1,0,0,0,0,0,0,0
900,1,1,3,5,1,0,0,0,0,0,0,0
901,1,1,7.458,1.486,1,0,0,0,0,0,0,0
903,1,1,5.978,1.715,1,0,0,0,0,0,0,0
904,1,1,7.238,1.611,1,0,0,0,0,0,0,0
905,1,1,7.924,1.82,1,0,0,0,0,0,0,0
906,1,1,12.424,0.975,1,0,0,0,0,0,0,0
908,1,1,8.611,1.597,1,0,0,0,0,0,0,0
909,1,1,4.591,0.854,1,0,0,0,0,0,0,0
910,1,1,1.606,0.149,1,0,0,0,0,0,0,0
913,1,1,9.753,1.486,1,0,0,0,0,0,0,0
914,1,1,16.064,4.457,1,0,0,0,0,0,0,0
915,1,1,14.957,3.863,1,0,0,0,0,0,0,0
916,1,1,12.744,-0.208,1,0,0,0,0,0,0,0
917,1,1,7.002,1.97,1,0,0,0,0,0,0,0
918,1,1,0.574,0.209,1,0,0,0,0,0,0,0
919,1,1,2.874,0.839,1,0,0,0,0,0,0,0
920,1,1,17.899,5.571,1,0,0,0,0,0,0,0
921,1,1,5.049,1.783,1,0,0,0,0,0,0,0
922,1,1,3.789,0.814,1,0,0,0,0,0,0,0
927,1,1,3.334,0.484,1,0,0,0,0,0,0,0
928,1,1,6.893,1.951,1,0,0,0,0,0,0,0
929,1,1,7.467,2.322,1,0,0,0,0,0,0,0
930,1,1,7.7,2.327,1,0,0,0,0,0,0,0
931,1,1,7.477,-1.212,1,0,0,0,0,0,0,0
932,1,1,6.884,-0.9,1,0,0,0,0,0,0,0
933,1,1,6.081,1.411,1,0,0,0,0,0,0,0
934,1,1,7.463,1.653,1,0,0,0,0,0,0,0
935,1,1,8.17,2.321,1,0,0,0,0,0,0,0
938,1,1,0.654,0.224,1,0,0,0,0,0,0,0
939,1,1,2.743,0.898,1,0,0,0,0,0,0,0
940,1,1,4.133,1.334,1,0,0,0,0,0,0,0
942,1,1,5.737,1.114,1,0,0,0,0,0,0,0
943,1,1,4.59,0.743,1,0,0,0,0,0,0,0
945,1,1,6.547,1.928,1,0,0,0,0,0,0,0
946,1,1,4.478,0.963,1,0,0,0,0,0,0,0
948,1,1,3.562,0.857,1,0,0,0,0,0,0,0
949,1,1,4.367,1.563,1,0,0,0,0,0,0,0
951,1,1,4.602,0.919,1,0,0,0,0,0,0,0
953,1,1,6.319,1.823,1,0,0,0,0,0,0,0
954,1,1,8.609,1.441,1,0,0,0,0,0,0,0
955,1,1,9.963,1.909,1,0,0,0,0,0,0,0
956,1,1,5.672,-2.004,1,0,0,0,0,0,0,0
957,1,1,3.442,0,1,0,0,0,0,0,0,0
959,1,1,3.104,0.772,1,0,0,0,0,0,0,0
961,1,1,2.413,0.222,1,0,0,0,0,0,0,0
964,1,1,1.836,0.297,1,0,0,0,0,0,0,0
965,1,1,4.712,1.282,1,0,0,0,0,0,0,0
967,1,1,4.59,3.714,1,0,0,0,0,0,0,0
969,1,1,6.838,1.258,1,0,0,0,0,0,0,0
971,1,1,3.675,0.314,1,0,0,0,0,0,0,0
972,1,1,4.94,0.619,1,0,0,0,0,0,0,0
973,1,1,4.821,1.077,1,0,0,0,0,0,0,0
974,1,1,4.361,1.226,1,0,0,0,0,0,0,0
975,1,1,18.366,8.204,1,0,0,0,0,0,0,0
976,1,1,0,4,1,0,0,0,0,0,0,0
977,1,1,3.329,1.003,1,0,0,0,0,0,0,0
978,1,1,6.774,1.894,1,0,0,0,0,0,0,0
979,1,1,12.277,6.261,1,0,0,0,0,0,0,0
981,1,1,8.498,2.266,1,0,0,0,0,0,0,0
983,1,1,1.377,0.446,1,0,0,0,0,0,0,0
985,1,1,4.597,1.271,1,0,0,0,0,0,0,0
987,1,1,7.229,0.966,1,0,0,0,0,0,0,0
988,1,1,4.016,1.337,1,0,0,0,0,0,0,0
989,1,1,9.306,3.064,1,0,0,0,0,0,0,0
990,1,1,4.707,1.653,1,0,0,0,0,0,0,0
991,1,1,5.864,1.698,1,0,0,0,0,0,0,0
993,1,1,9.528,1.521,1,0,0,0,0,0,0,0
994,1,1,13.436,1.099,1,0,0,0,0,0,0,0
995,1,1,6.774,2.266,1,0,0,0,0,0,0,0
996,1,1,4.252,1.491,1,0,0,0,0,0,0,0
997,1,1,13.208,3.313,1,0,0,0,0,0,0,0
998,1,1,12.633,2.918,1,0,0,0,0,0,0,0
999,1,1,12.865,4.795,1,0,0,0,0,0,0,0
1000,1,1,7.458,1.486,1,0,0,0,0,0,0,0
1001,1,1,24.884,53.714,1,0,0,0,0,0,0,0
1002,1,1,24.884,52.972,1,0,0,0,0,0,0,0
1003,1,1,3.791,0.562,1,0,0,0,0,0,0,0
1004,1,1,2.986,0.169,1,0,0,0,0,0,0,0
1005,1,1,17.548,6.78,1,0,0,0,0,0,0,0
1009,1,1,2.295,0.607,1,0,0,0,0,0,0,0
1010,1,1,10.616,3.662,1,0,0,0,0,0,0,0
1011,1,1,2.877,1.762,1,0,0,0,0,0,0,0
1013,1,1,9.169,2.961,1,0,0,0,0,0,0,0
1014,1,1,30.999,7.137,1,0,0,0,0,0,0,0
1016,1,1,1.725,0.732,1,0,0,0,0,0,0,0
1018,1,1,4.59,1.114,1,0,0,0,0,0,0,0
1019,1,1,5.737,1.114,1,0,0,0,0,0,0,0
1020,1,1,3.681,0.863,1,0,0,0,0,0,0,0
1022,1,1,0,0.149,1,0,0,0,0,0,0,0
1024,1,1,35.022,15.01,1,0,0,0,0,0,0,0
1036,1,1,0.688,0.136,1,0,0,0,0,0,0,0
1038,1,1,0.229,0,1,0,0,0,0,0,0,0
1039,1,1,2.524,0.966,1,0,0,0,0,0,0,0
1041,1,1,2.869,0.371,1,0,0,0,0,0,0,0
1042,1,1,0.574,0.223,1,0,0,0,0,0,0,0
1045,1,1,15.163,1.82,1,0,0,0,0,0,0,0
1047,1,1,8.376,1.411,1,0,0,0,0,0,0,0
1048,1,1,6.77,1.56,1,0,0,0,0,0,0,0
1049,1,1,10.346,0.987,1,0,0,0,0,0,0,0
1050,1,1,8.505,1.209,1,0,0,0,0,0,0,0
1051,1,1,0.459,0.134,1,0,0,0,0,0,0,0
1052,1,1,0,0.059,1,0,0,0,0,0,0,0
1053,1,1,3.442,0.446,1,0,0,0,0,0,0,0
1054,1,1,0,0.111,1,0,0,0,0,0,0,0
1055,1,1,2.527,0.761,1,0,0,0,0,0,0,0
1057,1,1,7.014,0.424,1,0,0,0,0,0,0,0
1059,1,1,5.163,1.56,1,0,0,0,0,0,0,0
1060,1,1,3.901,0.52,1,0,0,0,0,0,0,0
1061,1,1,3.442,3.64,1,0,0,0,0,0,0,0
1062,1,1,6.77,1.263,1,0,0,0,0,0,0,0
1063,1,1,2.068,0.513,1,0,0,0,0,0,0,0
1064,1,1,8.517,2.718,1,0,0,0,0,0,0,0
1066,1,1,1.377,0.223,1,0,0,0,0,0,0,0
1067,1,1,3.099,0.761,1,0,0,0,0,0,0,0
1068,1,1,0.459,0.113,1,0,0,0,0,0,0,0
1069,1,1,3.213,0.446,1,0,0,0,0,0,0,0
1070,1,1,11.474,1.189,1,0,0,0,0,0,0,0
1071,1,1,2.755,0.854,1,0,0,0,0,0,0,0
1072,1,1,3.214,0.929,1,0,0,0,0,0,0,0
1073,1,1,7.583,1.504,1,0,0,0,0,0,0,0
1074,1,1,6.893,1.385,1,0,0,0,0,0,0,0
1075,1,1,2.987,0.767,1,0,0,0,0,0,0,0
1076,1,1,5.403,1.618,1,0,0,0,0,0,0,0
1079,1,1,3.909,2.082,1,0,0,0,0,0,0,0
1080,1,1,1.837,0.147,1,0,0,0,0,0,0,0
1081,1,1,5.852,0.371,1,0,0,0,0,0,0,0
1085,1,1,2.756,0.311,1,0,0,0,0,0,0,0
1086,1,1,2.181,0.375,1,0,0,0,0,0,0,0
1087,1,1,1.722,0.828,1,0,0,0,0,0,0,0
1088,1,1,1.606,0.744,1,0,0,0,0,0,0,0
1089,1,1,5.737,0.743,1,0,0,0,0,0,0,0
1091,1,1,7.343,0.297,1,0,0,0,0,0,0,0
1092,1,1,2.295,0.817,1,0,0,0,0,0,0,0
1093,1,1,5.168,1.78,1,0,0,0,0,0,0,0
1095,1,1,5.512,1.26,1,0,0,0,0,0,0,0
1096,1,1,2.644,0.681,1,0,0,0,0,0,0,0
1097,1,1,3.786,0.817,1,0,0,0,0,0,0,0
1102,1,1,5.163,0.669,1,0,0,0,0,0,0,0
1104,1,1,7.233,1.597,1,0,0,0,0,0,0,0
1107,1,1,1.034,0.493,1,0,0,0,0,0,0,0
1108,1,1,1.608,-0.327,1,0,0,0,0,0,0,0
1109,1,1,2.295,0.594,1,0,0,0,0,0,0,0
1111,1,1,4.362,-0.721,1,0,0,0,0,0,0,0
1112,1,1,4.134,-0.807,1,0,0,0,0,0,0,0
1113,1,1,4.303,8.12,1,0,0,0,0,0,0,0
1116,1,1,3.675,1.652,1,0,0,0,0,0,0,0
1117,1,1,4.134,0.842,1,0,0,0,0,0,0,0
1118,1,1,7.455,1.843,1,0,0,0,0,0,0,0
1119,1,1,7.711,1.097,1,0,0,0,0,0,0,0
1120,1,1,8.835,5.571,1,0,0,0,0,0,0,0
1121,1,1,0.688,0,1,0,0,0,0,0,0,0
1123,1,1,2.066,0.233,1,0,0,0,0,0,0,0
1126,1,1,2.641,0.759,1,0,0,0,0,0,0,0
1130,1,1,13.111,4.08,1,0,0,0,0,0,0,0
1131,1,1,9.653,2.022,1,0,0,0,0,0,0,0
1132,1,1,5.625,2.729,1,0,0,0,0,0,0,0
1133,1,1,4.592,2.644,1,0,0,0,0,0,0,0
1134,1,1,2.871,0.464,1,0,0,0,0,0,0,0
1135,1,1,4.6,2.57,1,0,0,0,0,0,0,0
1136,1,1,2.639,0.669,1,0,0,0,0,0,0,0
1137,1,1,63.567,21.246,1,0,0,0,0,0,0,0
1139,1,1,48.535,13.743,1,0,0,0,0,0,0,0
1143,1,1,6.884,1.857,1,0,0,0,0,0,0,0
1144,1,1,36.717,1.114,1,0,0,0,0,0,0,0
1146,1,1,0.574,0.223,1,0,0,0,0,0,0,0
1147,1,1,1.492,0.297,1,0,0,0,0,0,0,0
1148,1,1,2.869,0,1,0,0,0,0,0,0,0
1149,1,1,6.77,0.446,1,0,0,0,0,0,0,0
1150,1,1,1.836,0.594,1,0,0,0,0,0,0,0
1151,1,1,2.869,0.669,1,0,0,0,0,0,0,0
1152,1,1,22.277,4.929,1,0,0,0,0,0,0,0
1153,1,1,19.878,4.431,1,0,0,0,0,0,0,0
1154,1,1,21.336,4.716,1,0,0,0,0,0,0,0
1155,1,1,5.738,1.546,1,0,0,0,0,0,0,0
1156,1,1,2.869,0.773,1,0,0,0,0,0,0,0
1157,1,1,23.446,8.978,1,0,0,0,0,0,0,0
1158,1,1,2.18,1.43,1,0,0,0,0,0,0,0
1159,1,1,11.486,2.592,1,0,0,0,0,0,0,0
1160,1,1,1.033,0.363,1,0,0,0,0,0,0,0
1161,1,1,15.857,3.558,1,0,0,0,0,0,0,0
1162,1,1,10.453,2.714,1,0,0,0,0,0,0,0
1163,1,1,7.349,1.951,1,0,0,0,0,0,0,0
1164,1,1,11.027,2.518,1,0,0,0,0,0,0,0
1165,1,1,11.027,2.518,1,0,0,0,0,0,0,0
1167,1,1,3.104,0.769,1,0,0,0,0,0,0,0
1170,1,1,4.245,0.891,1,0,0,0,0,0,0,0
1171,1,1,0.803,0.149,1,0,0,0,0,0,0,0
1174,1,1,1.836,0.371,1,0,0,0,0,0,0,0
1177,1,1,7.692,2.043,1,0,0,0,0,0,0,0
1178,1,1,5.166,1.449,1,0,0,0,0,0,0,0
1179,1,1,7.721,8.817,1,0,0,0,0,0,0,0
1180,1,1,1.377,0.668,1,0,0,0,0,0,0,0
1181,1,1,4.369,1.969,1,0,0,0,0,0,0,0
1182,1,1,0,0.037,1,0,0,0,0,0,0,0
1185,1,1,12.622,4.457,1,0,0,0,0,0,0,0
1186,1,1,10.327,2.229,1,0,0,0,0,0,0,0
1187,1,1,76.303,14.856,1,0,0,0,0,0,0,0
1188,1,1,99.816,40.475,1,0,0,0,0,0,0,0
1190,1,1,7.477,1.401,1,0,0,0,0,0,0,0
1192,1,1,0.918,0.266,1,0,0,0,0,0,0,0
1194,1,1,19.62,7.057,1,0,0,0,0,0,0,0
1195,1,1,0,0.223,1,0,0,0,0,0,0,0
1197,1,1,2.295,0.557,1,0,0,0,0,0,0,0
1198,1,1,0.688,0.111,1,0,0,0,0,0,0,0
1201,1,1,0.229,0.059,1,0,0,0,0,0,0,0
1202,1,1,0.803,0.062,1,0,0,0,0,0,0,0
1204,1,1,3.334,0.706,1,0,0,0,0,0,0,0
1205,1,1,0.229,0.037,1,0,0,0,0,0,0,0
1206,1,1,2.869,0.223,1,0,0,0,0,0,0,0
1207,1,1,3.442,0.223,1,0,0,0,0,0,0,0
1210,1,1,4.594,1.324,1,0,0,0,0,0,0,0
1211,1,1,2.296,0.683,1,0,0,0,0,0,0,0
1212,1,1,1.378,0.498,1,0,0,0,0,0,0,0
1213,1,1,1.723,0.655,1,0,0,0,0,0,0,0
1214,1,1,6.111,2.723,1,0,0,0,0,0,0,0
1215,1,1,2.529,0.903,1,0,0,0,0,0,0,0
1216,1,1,1.147,0.26,1,0,0,0,0,0,0,0
1218,1,1,4.247,1.226,1,0,0,0,0,0,0,0
1219,1,1,1.721,0.557,1,0,0,0,0,0,0,0
1220,1,1,0.574,-0.1,1,0,0,0,0,0,0,0
1221,1,1,0.459,0.149,1,0,0,0,0,0,0,0
1222,1,1,1.378,0.958,1,0,0,0,0,0,0,0
1223,1,1,10.57,3.063,1,0,0,0,0,0,0,0
1224,1,1,4.142,1.128,1,0,0,0,0,0,0,0
1225,1,1,3.568,1.716,1,0,0,0,0,0,0,0
1226,1,1,5.057,0.978,1,0,0,0,0,0,0,0
1227,1,1,4.711,0.665,1,0,0,0,0,0,0,0
1230,1,1,5.511,2.266,1,0,0,0,0,0,0,0
1234,1,1,8.727,1.894,1,0,0,0,0,0,0,0
1235,1,1,10.91,2.414,1,0,0,0,0,0,0,0
1236,1,1,1.606,0.557,1,0,0,0,0,0,0,0
1237,1,1,2.525,0.78,1,0,0,0,0,0,0,0
1240,1,1,2.296,0.404,1,0,0,0,0,0,0,0
1241,1,1,2.64,0.706,1,0,0,0,0,0,0,0
1243,1,1,4.948,0.939,1,0,0,0,0,0,0,0
1244,1,1,4.476,1.218,1,0,0,0,0,0,0,0
1245,1,1,8.966,2.303,1,0,0,0,0,0,0,0
1246,1,1,9.939,7.19,1,0,0,0,0,0,0,0
1247,1,1,83.654,21.275,1,0,0,0,0,0,0,0
1248,1,1,29.193,8.769,1,0,0,0,0,0,0,0
1250,1,1,2.295,0.52,1,0,0,0,0,0,0,0
1251,1,1,4.016,1.263,1,0,0,0,0,0,0,0
1256,1,1,2.983,0.446,1,0,0,0,0,0,0,0
1257,1,1,3.213,0.446,1,0,0,0,0,0,0,0
1258,1,1,4.021,0.122,1,0,0,0,0,0,0,0
1260,1,1,0.803,0.264,1,0,0,0,0,0,0,0
1264,1,1,1.147,0.443,1,0,0,0,0,0,0,0
1266,1,1,3.332,1.082,1,0,0,0,0,0,0,0
1267,1,1,2.872,0.917,1,0,0,0,0,0,0,0
1268,1,1,12.851,2.377,1,0,0,0,0,0,0,0
1270,1,1,3.557,1.411,1,0,0,0,0,0,0,0
1272,1,1,7.019,2.524,1,0,0,0,0,0,0,0
1274,1,1,3.213,0.059,1,0,0,0,0,0,0,0
1275,1,1,0,0.059,1,0,0,0,0,0,0,0
1276,1,1,6.199,2.043,1,0,0,0,0,0,0,0
1278,1,1,5.742,1.037,1,0,0,0,0,0,0,0
1279,1,1,2.984,0.591,1,0,0,0,0,0,0,0
1280,1,1,7.343,1.917,1,0,0,0,0,0,0,0
1281,1,1,1.378,0.29,1,0,0,0,0,0,0,0
1282,1,1,7.808,2.414,1,0,0,0,0,0,0,0
1284,1,1,4.016,1.114,1,0,0,0,0,0,0,0
1285,1,1,0,0.059,1,0,0,0,0,0,0,0
1286,1,1,10.24,3.146,1,0,0,0,0,0,0,0
1287,1,1,18,42,1,0,0,0,0,0,0,0
1289,1,1,7.584,-2.561,1,0,0,0,0,0,0,0
1290,1,1,9.082,-2.679,1,0,0,0,0,0,0,0
1292,1,1,5.065,1.262,1,0,0,0,0,0,0,0
1293,1,1,1.722,0.443,1,0,0,0,0,0,0,0
1294,1,1,1.493,0.441,1,0,0,0,0,0,0,0
1295,1,1,4.934,1.04,1,0,0,0,0,0,0,0
1296,1,1,7.114,2.971,1,0,0,0,0,0,0,0
1297,1,1,3.904,0.646,1,0,0,0,0,0,0,0
1298,1,1,7.008,1.187,1,0,0,0,0,0,0,0
1299,1,1,0.804,1.187,1,0,0,0,0,0,0,0
1300,1,1,6.118,6.132,1,0,0,0,0,0,0,0
1301,1,1,4.022,0.949,1,0,0,0,0,0,0,0
1302,1,1,0.574,0.176,1,0,0,0,0,0,0,0
1303,1,1,0,0.074,1,0,0,0,0,0,0,0
1305,1,1,6.44,1.66,1,0,0,0,0,0,0,0
1306,1,1,3.33,0.865,1,0,0,0,0,0,0,0
1307,1,1,5.054,1.256,1,0,0,0,0,0,0,0
1308,1,1,7.606,2.077,1,0,0,0,0,0,0,0
1311,1,1,1.264,0.414,1,0,0,0,0,0,0,0
1312,1,1,1.954,0.511,1,0,0,0,0,0,0,0
1313,1,1,3.677,1.313,1,0,0,0,0,0,0,0
1314,1,1,4.136,0.874,1,0,0,0,0,0,0,0
1316,1,1,0.115,0.059,1,0,0,0,0,0,0,0
1317,1,1,4.475,1.189,1,0,0,0,0,0,0,0
1323,1,1,6.999,1.486,1,0,0,0,0,0,0,0
1324,1,1,6.77,1.486,1,0,0,0,0,0,0,0
